,Brand,CPU,Graphics,RAM,Display,Storage,Battery,Camera,Weight,Price,Type
255,HP,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores)",NVIDIA GeForce MX350 (2GB GDDR5 dedicated),8GB DDR4-3200 MHz RAM (1 x 8 GB),"39.6 cm (15.6"") diagonal FHD display",512 GB PCIe NVMe M.2 SSD,"3-cell, 41 Wh Li-ion",HP True Vision 720p HD camera with integrated dual array digital microphones,Starting at 1.75 kg,85000,Budget Notebook
256,HP,"AMD Ryzen™ 7 5700U (1.8 GHz base clock, up to 4.3 GHz max boost clock, 8 MB L3 cache, 8 cores, 16 threads)",AMD Radeon™ Graphics,8GB DDR4-3200 SDRAM (2 x 4 GB),15.6-inch IPS display; Full-HD (1920 x 1080 p,512 GB PCIe NVMe TLC M.2 SSD,"3-cell, 43 Wh Li-ion polymer",720p HD,1.75 kg,92000,Normal
257,HP,"Intel® Core™ i5-1135G7 (up to 4.2 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores)","Intel® Iris® Xᵉ Graphics
Integrated",8 GB DDR4-3200 SDRAM (2 x 4 GB),"14"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",256 GB PCIe® NVMe™ M.2 SSD,"3-cell, 43 Wh Li-ion",HP Wide Vision 720p HD camera with integrated dual array digital microphones,1.41 kg,93000,Budget Ultrabook
258,HP,10th Generation Intel Core i5-10300H,Nvidia Gtx 1650Ti 4GB,8GB DDR4-3200 SDRAM (1 x 8 GB),15.6-inch IPS display; Full-HD (1920 x 1080 p,512GB SSD,"3-cell, 43 Wh Li-ion polymer",720p HD,4.78Lbs,93000,Budget Gaming Laptop
259,HP,"AMD Ryzen™ 5 5600H (up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads)",AMD Radeon™ RX 5500M 4096MB,8GB DDR4-3200 SDRAM (1 x 8 GB),15.6-inch IPS display; Full-HD (1920 x 1080 p,256GB SSD,"3-cell, 43 Wh Li-ion polymer",720p HD,2.46Kg,95000,Budget Gaming Laptop
260,HP,"Intel Core i5-11400H (up to 4.5 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 6 cores, 12 threads)",NVIDIA GeForce GTX 1650 Laptop GPU (4 GB GDDR6 dedicated),8 GB DDR4-3200 MHz RAM (1 x 8 GB),"40.9 cm (16.1"") diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.46 kg,99000,Gaming Laptop
261,HP,"12th Generation Intel Core i5-12450H (up to 4.4 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads)",NVIDIA GeForce GTX 1650 (4 GB GDDR6 dedicated),8 GB DDR4-3200 MHz RAM (1 x 8 GB),"15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution, 144Hz resolution, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"3-cell, 52 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,2.48 kg,102000,Budget Gaming Laptop
262,HP,"Intel® Core™ i5-1235U (up to 4.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)","Intel Iris Xe Graphics
Integrated",8GB DDR4-3200 SDRAM,"14-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",512 GB PCIe NVMe TLC M.2 SSD,"3-cell, 43 Wh Li-ion polymer",720p HD,Starting at 1.61Kg,105000,2-in-1 Convertible Laptop
263,HP,"Intel® Core™ i5-1335U (up to 4.6 GHz, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Iris® Xe Graphics + 8 GB(Onboard)",Intel® Iris® Xe Graphics,8 GB DDR4-3200 MHz RAM (onboard),"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits",512 GB PCIe® NVMe™ M.2 SSD,"3-cell, 43 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones",3.35 Lbs,110000,2-in-1 Convertible
264,HP,"12th Generation Intel Core i5-12450H (up to 4.4 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads)",NVIDIA GeForce RTX 3050 (4 GB GDDR6 dedicated),8 GB DDR4-3200 MHz RAM (1 x 8 GB),"15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"3-cell, 52 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,2.48 kg,115000,Budget Gaming Laptop
265,HP,"13th Generation Intel Core i5-13420H (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads)",NVIDIA® GeForce RTX™ 3050 Laptop GPU (6 GB GDDR6 dedicated),8 GB DDR4-3200 MHz RAM (1 x 8 GB),"15.6"" diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer [23]",HP Wide Vision 720p HD camera with integrated dual array digital microphones,2.28 kg,120000,Budget Gaming Laptop
266,HP,"Intel® Core™ i7-1250U (up to 4.7 GHz, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Iris® Xe Graphics + 8 GB (Onboard)",Intel Iris Xe Graphics;,8GB DDR4-3200 SDRAM (onboard),15.6-inch IPS display; Full-HD (1920 x 1080 p,512GB SSD,"3-cell, 43 Wh Li-ion polymer",720p HD,Starting at 2.95 lb,135000,2-in-1 Convertible Laptops
267,HP,"Intel® Core™ i7-11800H (up to 4.6 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 8 cores, 16 threads)","Intel® UHD Graphics
Discrete
NVIDIA® GeForce RTX™ 3050Ti Laptop GPU (4 GB GDDR6 dedicated)",16 GB DDR4-3200 MHz RAM (2 x 8 GB),"40.9 cm (16.1"") diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.46 kg,139000,Gaming Laptop
268,HP,"Intel Core i7-11800H (up to 4.6 GHz with Intel Turbo Boost Technology, 24 MB L3 cache, 8 cores)",NVIDIA GeForce RTX 3050 Ti Laptop GPU (4 GB GDDR6 dedicated),16 GB DDR4-3200 MHz RAM (2 x 8 GB),"16.1-inch IPS display; Full-HD (1920 x 1080 pixels), micro-edge, anti-glare, 300 nits, 100% sRGB",512 GB PCIe NVMe TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.3 kg,143000,Gaming Laptop
269,HP,"Intel Core i7-12650H (up to 4.7 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 10 cores, 16 threads)",NVIDIA GeForce RTX 3050Ti Laptop GPU (4 GB GDDR6 dedicated),16 GB DDR4-3200 MHz RAM (1 x 16 GB),"15.6-inch IPS display; Full-HD (1920 x 1080 pixels), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,2.48 kg,145000,Normal
270,HP,"Intel Core i7-11800H (up to 4.6 GHz with Intel Turbo Boost Technology, 24 MB L3 cache, 8 cores, 16 threads)",NVIDIA GeForce RTX 3060 Laptop GPU (6 GB GDDR6 dedicated),16GB DDR4-3200 MHz RAM (2 x 8GB),"16.1-inch IPS display; Full-HD (1920 x 1080 pixels) resolution, 144Hz resolution, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe NVMe TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.46 kg,155000,Gaming Laptop
271,HP,"AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads)",AMD Radeon™ Graphics,16 GB DDR4-3200 MHz RAM (2 x 8 GB),"16.1"" diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ TLC M.2 SSD,"4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.3 kg,155000,Normal
272,HP,"Intel® Core™ i7-1355U (up to 5.0 GHz, 12 MB L3 cache, 10 cores, 12 threads) + Intel® Iris® Xe Graphics + 16 GB(Onboard)Xe Graphics + 8 GB(Onboard)",Intel® Iris® Xe Graphics,16 GB DDR4-3200 MHz RAM (onboard),"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits",1TB GB PCIe® NVMe™ M.2 SSD,"3-cell, 43 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones",3.35 Lbs,160000,2-in-1 Convertible
273,HP,"Intel Core i7-11800H (up to 4.6 GHz with Intel Turbo Boost Technology, 24 MB L3 cache, 8 cores, 16 threads)",NVIDIA GeForce RTX 3060 Laptop GPU (6 GB GDDR6 dedicated),16GB DDR4-3200 MHz RAM (2 x 8 GB),"16.1-inch IPS display, Quad-HD (2560 x 1440 pixels) resolution, 165Hz refresh rate, 3 ms response time, 300 nits brightness, 100% sRGB color gamut (72% NTSC color coverage), anti-glare, Low Blue Light, 40.9 cm diagonal",512 GB PCIe NVMe TLC M.2 SSD,"6-cell, 83 Wh Li-ion polymer",HP Wide Vision 720p HD camera with integrated dual array digital microphones,Starting at 2.3 kg,170000,Gaming Laptop
274,HP,"Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",integrated: Intel Iris® Xᵉ Graphics,16 GB LPDDR4x-4266 MHz RAM (onboard),15.6-inch IPS display; Full-HD (1920 x 1080 p,512 GB PCIe NVMe TLC M.2 SSD,"3-cell, 43 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones",3.01Lbs,209000,2-in-1 Convertible Laptop
275,HP,"Intel® Core™ i7-11390H (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)",integrated: Intel® Iris® Xᵉ Graphics,16 GB DDR4-3200 MHz RAM (onboard),15.6-inch IPS display; Full-HD (1920 x 1080 p,512 GB PCIe NVMe TLC M.2 SSD,"3-cell, 43 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones",4.45Lbs,255000,Normal
276,HP,"Intel Core i7-12700H (up to 4.7 GHz, 24 MB L3 cache, 14 cores, 20 threads) + Intel Iris Xe Graphics + 16 GB(Onboard)",integrated: Intel Iris® Xᵉ Graphics,16 GB DDR4-3200 MHz RAM (onboard),15.6-inch IPS display; Full-HD (1920 x 1080 p,512 GB PCIe NVMe TLC M.2 SSD,"3-cell, 43 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones",4.45Lbs,275000,2-in-1 Convertible Laptop
277,Acer,Intel Celeron N4020 processor Dual-core 1.10 GHz,Intel UHD Graphics 600,4GB,"15.6"" display with IPS, QHD",128GB SSD Storage,,720p,1.68Kg,45000,Affordable Budget laptop
278,Acer,AMD Ryzen 3-3250U dual-core processor with Max Turbo upto 3.5Ghz,Intel HD,4GB (Upgradable upto 16GB),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.9Kg,49000,Normal
279,Acer,"AMD Ryzen™ 3 7320U Mobile Processor (4-core/8-thread, 4MB cache, up to 4.1 GHz max boost)",NVIDIA GeForce RTX,4GB OnBoard DDR5 RAM,"15.6"" display with IPS, QHD",256GB PCIe NVMe Gen3 SSD,,"Acer HD webcam, 1280 x 720 resolution",1.7kg,53000,Budget Notebook
280,Acer,"Intel Core i3-1115G4 Processor 6M Cache, 3.00 GHz to 4.10 GHz",Intel Iris Xe Graphics G4,4GB (Upgradable up to 16GB),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.7Kg,56000,Budget Notebook
281,Acer,"Intel® Core™ i5-1035G1 Processor 6M Cache, 1.00 GHz up to 3.60 GHz",Intel HD,4GB (Upgradable upto 16GB),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.9Kg,58000,Normal
282,Acer,"Intel Core i3-1215U processor (10 MB Smart Cache, 1.2 GHz Performance-core with Intel® Turbo Boost Technology 2.0 up to 4.4 GHz), supporting hybrid core architecture with Performance-core and Efficient core",Intel HD,8GB DDR4 RAM (upgradable to 32 GB using two soDIMM modules),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.65 kg,60000,Affordable budget laptop
283,Acer,Intel i3 13th gen Processor Core i3-N305 processor,NVIDIA GeForce RTX,4GB OnBoard DDR5 RAM,"15.6"" display with IPS, QHD",256GB PCIe NVMe Gen3 SSD,,"Acer HD webcam, 1280 x 720 resolution",1.4kg,60000,Budget Notebook
284,Acer,Intel i3 13th gen Processor Core i3-N305 processor,NVIDIA GeForce RTX,8GB OnBoard DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,"Acer HD webcam, 1280 x 720 resolution",1.7kg,66500,Budget Notebook
285,Acer,"AMD Ryzen™ 5 7520U Mobile Processor (4-core/8-thread, 4MB cache, up to 4.3 GHz max boost)",NVIDIA GeForce RTX,8GB OnBoard DDR5 RAM,"15.6"" display with IPS, QHD",256GB PCIe NVMe Gen3 SSD,,"Acer HD webcam, 1280 x 720 resolution",1.7kg,69000,Budget Notebook
286,Acer,"AMD Ryzen 7 5700U Quad-core processor (up to 2 MB L2 cache, up to 4 MB L3 cache, 2.6 GHz with Precision Boost up to 3.8 GHz)",AMD Radeon Graphics,8GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.2Kg,70000,Thin and light ultrabook
287,Acer,"11th Gen Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",Intel Iris Xe,8GB DDR4; Expandable up to 32GB,"15.6"" display with IPS, QHD",256GB NVMe SSD; Dedicated HDD slot for storage expansion,,720p,1.70 Kg (3.75 lb),72000,Notebook
288,Acer,"AMD Ryzen 5 5500U Hexa-core processor (up to 3 MB L2 cache, up to 8 MB L3 cache, 2.1 GHz with Precision Boost up to 4.0 GHz)",AMD Radeon Graphics,8GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.2Kg,80000,Thin and light ultrabook
289,Acer,"Intel Core i5-1235U (12 MB Smart Cache, 1.3 GHz up to 4.4 GHz)",IntelIris X Graphics,8GB DDR4 RAM (upgradable to 32 GB using two SODIMM modules),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.65 kg,83000,Affordable budget laptop
290,Acer,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",NVIDIA MX350 2GB Graphic,8GB (Upgradable up to 16GB),"15.6"" display with IPS, QHD",256GB SSD,,720p,1.7Kg,84000,Budget Notebook
291,Acer,"AMD Ryzen 5 5500U Hexa-core processor (up to 3 MB L2 cache, up to 8 MB L3 cache, 2.1 GHz with Precision Boost up to 4.0 GHz)",AMD Radeon Graphics,8GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.2Kg,85000,Thin and light ultrabook
292,Acer,"Intel® Core™ i5-1335U processor (Up to 4.6GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,8GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,"Acer HD webcam, 1280 x 720 resolution",3.97Lb,87500,Budget Notebook
293,Acer,"MD Ryzen 5 5500U hexa-core processor (up to 3 MB L2 cache, up to 8 MB L3 cache, 2.1 GHz with Precision Boost up to 4.0 GHz)",NVIDIA GeForce GTX 1650 4G-GDDR6,16GB DDR4 RAM (upgradable to 32 GB using two SODIMM modules),"15.6"" display with IPS, QHD",256GB SSD,,UFC with T-Type HD camera Compatible with Windows only 1280 x 720 resolution 720p HD video at 30 fps with Temporal Noise Reduction Blue Glass lens,2.1 kg,89000,Affordable budget Gaming laptop
294,Acer,"Intel® Core™ i5-1335U processor (Up to 4.6GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,8GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,FHD (1920 x 1080) with Blue Glass,3.75Lb,89000,Budget Notebook
295,Acer,11th GenerationIntel Core i5-1135G7Quad-core (4 Core)CPU Speed 2.40 Ghz up to turbo boost speed 4.20 Ghz,Intel Iris Xe Graphics,8 GB LPDDR4x,"15.6"" display with IPS, QHD",256GB SSD,,HD Webcam (1280 x 720) supporting Super High Dynamic Range (SHDR),2.31 Lbs,90000,Thin and light ultrabook
296,Acer,"5000-series AMD Ryzen 5 5600H Mobile Processor (6-core / 12-thread, 16MB cache, up to 4.2 GHz max boost)",NVIDIA GeForce GTX 1650 with 4GB GDDR6,8GB DDR4-3200MHz,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,256GB SSD + 1TB HDD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.29Lbs,95000,Gaming Laptop
297,Acer,"11th Generation Intel® Core™ i7-1165G7 Processor (12MB Cache, up to 4.7 GHz)",Nvidia Ge-Force MX350 2GB ddr5,8GB DDR4; Expandable up to 32GB,"15.6"" display with IPS, QHD",512GB NVME SSD; Dedicated HDD slot for storage expansion,,720p,1.6 Kg,99000,Notebook
298,Acer,"11th Gen Intel Core i5-11300H Processor 3.1 GHz, 4 cores (8M Cache, up to 4.4GHz)",NVIDIA GeForce GTX 1650 with 4GB GDDR6 VRAM,8GB DDR4 2933MHz Memory,"15.6"" 144Hz LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 pixels",512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.07Lbs,105000,Normal
299,Acer,"AMD Ryzen 7 5700U Hexa-core processor (up to 3 MB L2 cache, up to 8 MB L3 cache, 2.1 GHz with Precision Boost up to 4.0 GHz)",AMD Radeon Graphics,8GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.2Kg,105000,Thin and light ultrabook
300,Acer,"AMD Ryzen 5 5625U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",AMD Radeon Graphics,16GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.25Kg,105000,Thin and light ultrabook
301,Acer,"11th Gen Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",Intel Iris Xe,8GB LPDDR4X RAM,14-inch IPS display; Full-HD (1920 x 1080 Pixels) Resolution; Acer ComfyView LCD Panel,512GB SSD,,720P,1.18Kg,108000,Thin and light ultrabook
302,Acer,Intel Core i5-10300H 2.50 GHz Turbo up to 4.5GHz,NVIDIA GeForce RTX 2060 with 6GB GDDR6,8GB DDR4 2933MHz Memory,"15.6"" LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 pixels",256Gb SSD +1TB HDD,4-cell Lithium Ion (Li-Ion) 3320 mAh,720p,5.07Lbs,109000,Normal
303,Acer,"11th Gen Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",Intel Iris Xe,8GB LPDDR4X RAM,13.5-inch IPS display; Quad-HD (2256 x 1504 Pixels) Resolution; Acer ComfyView LCD Panel,512GB SSD,,720P,1.2Kg,110000,Thin and light ultrabook
304,Acer,"Intel® Core™ i7-1355U processor (Up to 5GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,8GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,FHD (1920 x 1080) with Blue Glass,3.75Lb,112000,Budget Notebook
305,Acer,"AMD Ryzen 5 7530U (6C / 12T, 2.0 / 4.5GHz, 3MB L2 / 16MB L3)",AMD Radeon Graphics,16GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,1080P,1.25Kg,112000,Thin and light ultrabook
306,Acer,Intel Core i7-10750H 2.60 GHz Turbo up to 5.0GHz,NVIDIA GeForce GTX 1650ti with 4GB GDDR6,8 GB DDR4 2933MHz Memory,"15.6"" 144Hz LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 pixels",512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.07Lbs,113000,Normal
307,Acer,"Intel Core i5-1335U processor (Up to 4.6GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,8GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,FHD (1920 x 1080) with Blue Glass,4.21Lb,115000,Budget Notebook
308,Acer,"Intel Core i5-1135G7 Processor - up to 4.2GHz, 4 cores, 8 threads, 8MB Intel Smart Cache",Intel Iris Xe Graphic,8GB LPDDR4x,13.3-inch IPS Multi-touch display; WUXGA (2560 x 1600 pixels) resolution; LED-backlit Display with AES Pen Support; 16:10 Aspect Ratio,256GB SSD,,720p,3.31 Lbs,124000,Normal
309,Acer,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)",NVIDIA GeForce GTX 1650 with 4GB GDDR6,8GB DDR4-3200MHz,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.29Lbs,125000,Gaming Laptop
310,Acer,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 16MB cache, up to 4.2 GHz max boost)",NVIDIA GeForce RTX 3060 with 6GB GDDR6,8GB DDR4-3200MHz,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.29Lbs,125000,Gaming Laptop
311,Acer,Intel Core i7-10750H 2.60 GHz Turbo up to 5.0GHz,NVIDIA GeForce GTX 1660ti with 4GB GDDR6,8 GB DDR4 2933MHz Memory,"15.6"" 144Hz  LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 pixels",512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.07Lbs,125000,Normal
312,Acer,"AMD Ryzen™ 7 5825U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",AMD Radeon Graphics,16GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,1.25Kg,125000,Thin and light ultrabook
313,Acer,"AMD Ryzen 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",AMD Radeon Graphics,16GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,1080P,1.25Kg,126000,Thin and light ultrabook
314,Acer,Intel10th Generation Intel Core i5-10300H 4-Core Processor,NVIDIA GeForce RTX 3060 Graphics with 6GB of dedicated GDDR6 VRAM,8GB DDR4-3200MHz,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz Refresh Rate; 3ms Overdrive Response Time; 300nit Brightness; 72% NTSC color gamut (Color coverage close to 100% sRGB); Widescreen LED-backlit,512GB SSD,"3720mAh, 4-cell Li-ion  Battery Pack",720p,5.07lb,129000,Gaming Laptop
315,Acer,Intel Core i5-10300H 2.50 GHz Turbo up to 4.5GHz,NVIDIA GeForce RTX 3060 with 6GB GDDR6,8GB DDR4-3200MHz,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.29Lbs,129000,Gaming Laptop
316,Acer,"Intel® Core™ i7-1355U processor (Up to 5GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,8GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,FHD (1920 x 1080) with Blue Glass,4.21Lb,133000,Budget Notebook
317,Acer,"Intel Core i7-1065G7 Processor 1.3 GHz (8M Cache, up to 3.9 GHz, 4 cores)",Intel Iris Xe Graphics,8GB LPDDR4 RAM,"15.6"" display with IPS, QHD",512GB M.2 NVMe PCIe SSD,,720P,0.99Kg,135000,Thin and Light Ultrabook
318,Acer,"AMD 6th Generation, AMD Ryzen 5-6600H Processor, 3.30 GHz, Hexa-core (6 Core)","NVIDIA GeForce RTX 3060 6GB GDDR6, 130 W Graphics Card",8GB DDR5 4200Mhz; Expandable up to 32GB,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,512GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,2.2Lbs,135000,Normal
319,Acer,"AMD Ryzen 7 5800U (8C / 16T, 1.9 / 4.4GHz, 4MB L2 / 16MB L3)",NVIDIA RTX 3050ti 4GB,16GB LPDDR4 RAM,"15.6"" display with IPS, QHD",256GB SSD,,720P,3.06Lbs,137000,Thin and Light Ultrabook
320,Acer,Intel Core i7-10750H 2.60 GHz Turbo up to 5.0GHz,NVIDIA GeForce RTX 3060 with 6GB GDDR6,8GB DDR4 3200MHz Memory,"15.6""  144Hz LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 Pixels",512 GB SSD,4-cell Lithium-Ion (Li-Ion) 3320 mAh,720p,5.07Lbs,140000,Normal
321,Acer,Intel11th Generation Intel Core i5-11400H 6-Core Processor,NVIDIA GeForce RTX 3060 Graphics with 6GB of dedicated GDDR6 VRAM,16GB DDR4-3200MHz,"15.6"" display with IPS, QHD 2560 x 1440, high-brightness (300 nits) Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, 3 ms Overdrive, 16:9 aspect ratio, DCI-P3 100%",512GB SSD,"3720mAh, 4-cell Li-ion  Battery Pack",720p,5.07lb,140000,Gaming Laptop
322,Acer,"Intel® Core™ i7-1355U processor (Up to 5GHz, 12MB smart cache , Deca Core )",NVIDIA GeForce RTX,16GB  DDR5 RAM,"15.6"" display with IPS, QHD",512GB PCIe NVMe Gen3 SSD,,FHD (1920 x 1080) with Blue Glass,3.75Lb,141000,Budget Notebook
